Entity,,,,,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Accounts,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Screening Sessions,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Appointments,Group Sessions,Group Sessions,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views,Content Views
2021,1,0,0,1,27.0,0.07336956521739131,9.0,0.05142857142857143,18.0,0.09326424870466321,9.0,0.05142857142857143,0.0,,10.0,0.10101010101010101,0.0,,8.0,0.0851063829787234,31.0,0.082010582010582,13.0,0.07065217391304347,15.0,0.09615384615384616,3.0,0.07894736842105263,27.0,0.08181818181818182,4.0,0.08333333333333333,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,91.0,1.0,0.0,,39.0,1.0,37.0,1.0,12.0,1.0,3.0,1.0
2021,1,0,1,0,25.0,0.5813953488372093,5.0,0.7142857142857143,20.0,0.5555555555555556,5.0,0.7142857142857143,0.0,,11.0,0.55,0.0,,9.0,0.5625,29.0,0.5918367346938775,20.0,0.6451612903225806,7.0,0.4666666666666667,2.0,0.6666666666666666,28.0,0.6511627906976745,1.0,0.16666666666666666,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,16.0,0.3137254901960784,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1,0,1,1,18.0,0.4186046511627907,2.0,0.2857142857142857,16.0,0.4444444444444444,2.0,0.2857142857142857,0.0,,9.0,0.45,0.0,,7.0,0.4375,20.0,0.40816326530612246,11.0,0.3548387096774194,8.0,0.5333333333333333,1.0,0.3333333333333333,15.0,0.3488372093023256,5.0,0.8333333333333334,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,35.0,0.6862745098039216,44.0,1.0,0.0,,12.0,1.0,18.0,1.0,13.0,1.0,1.0,1.0
2021,1,1,0,0,284.0,0.9342105263157895,66.0,0.9565217391304348,218.0,0.9276595744680851,66.0,0.9565217391304348,0.0,,102.0,0.9272727272727272,0.0,,116.0,0.928,301.0,0.9093655589123867,131.0,0.9097222222222222,143.0,0.910828025477707,27.0,0.9,269.0,0.9087837837837838,32.0,0.9142857142857143,583.0,0.8486171761280932,337.0,0.8259803921568627,246.0,0.8817204301075269,112.0,0.9180327868852459,4.0,0.8,219.0,0.7821428571428571,130.0,0.8552631578947368,0.0,,0.0,,118.0,0.921875,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,1,1,0,1,20.0,0.06578947368421052,3.0,0.043478260869565216,17.0,0.07234042553191489,3.0,0.043478260869565216,0.0,,8.0,0.07272727272727272,0.0,,9.0,0.072,30.0,0.09063444108761329,13.0,0.09027777777777778,14.0,0.08917197452229299,3.0,0.1,27.0,0.09121621621621621,3.0,0.08571428571428572,104.0,0.15138282387190685,71.0,0.17401960784313725,33.0,0.11827956989247312,10.0,0.08196721311475409,1.0,0.2,61.0,0.21785714285714286,22.0,0.14473684210526316,0.0,,0.0,,10.0,0.078125,0.0,,0.0,,0.0,,92.0,1.0,0.0,,26.0,1.0,30.0,1.0,36.0,1.0,0.0,
2021,1,1,1,0,31.0,0.5849056603773585,2.0,0.6666666666666666,29.0,0.58,2.0,0.6666666666666666,0.0,,12.0,0.5,0.0,,17.0,0.6538461538461539,36.0,0.5901639344262295,8.0,0.36363636363636365,25.0,0.7352941176470589,3.0,0.6,29.0,0.58,7.0,0.6363636363636364,53.0,0.4818181818181818,36.0,0.5,17.0,0.4473684210526316,7.0,0.7,1.0,1.0,28.0,0.49122807017543857,9.0,0.3333333333333333,0.0,,0.0,,8.0,0.5333333333333333,0.0,,0.0,,41.0,0.5616438356164384,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021,1,1,1,1,22.0,0.41509433962264153,1.0,0.3333333333333333,21.0,0.42,1.0,0.3333333333333333,0.0,,12.0,0.5,0.0,,9.0,0.34615384615384615,25.0,0.4098360655737705,14.0,0.6363636363636364,9.0,0.2647058823529412,2.0,0.4,21.0,0.42,4.0,0.36363636363636365,57.0,0.5181818181818182,36.0,0.5,21.0,0.5526315789473685,3.0,0.3,0.0,0.0,29.0,0.5087719298245614,18.0,0.6666666666666666,0.0,,0.0,,7.0,0.4666666666666667,0.0,,0.0,,32.0,0.4383561643835616,94.0,1.0,0.0,,32.0,1.0,26.0,1.0,36.0,1.0,0.0,
2022,0,0,0,0,9690.0,0.8693701776422035,7518.0,0.8870796460176991,2172.0,0.8131785847997005,7518.0,0.8870796460176991,0.0,,1513.0,0.8258733624454149,0.0,,659.0,0.7854588796185935,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,0,0,1,1456.0,0.13062982235779652,957.0,0.11292035398230088,499.0,0.18682141520029952,957.0,0.11292035398230088,0.0,,319.0,0.17412663755458516,0.0,,180.0,0.21454112038140644,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5295.0,1.0,1.0,1.0,714.0,1.0,3081.0,1.0,1494.0,1.0,5.0,1.0
2022,0,0,1,0,2250.0,0.823271130625686,1285.0,0.853253652058433,965.0,0.7864710676446618,1285.0,0.853253652058433,0.0,,573.0,0.7903448275862069,0.0,,392.0,0.7808764940239044,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4013.0,0.6897559298728085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0,0,1,1,483.0,0.17672886937431395,221.0,0.14674634794156707,262.0,0.21352893235533824,221.0,0.14674634794156707,0.0,,152.0,0.2096551724137931,0.0,,110.0,0.21912350597609562,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1805.0,0.31024407012719146,2977.0,1.0,1.0,1.0,324.0,1.0,2020.0,1.0,625.0,1.0,7.0,1.0
2022,0,1,0,0,560.0,0.9523809523809523,385.0,0.9871794871794872,175.0,0.8838383838383839,385.0,0.9871794871794872,0.0,,121.0,0.8581560283687943,0.0,,54.0,0.9473684210526315,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,685.0,0.9474412171507607,408.0,0.966824644549763,277.0,0.920265780730897,139.0,0.9652777777777778,2.0,1.0,408.0,0.966824644549763,123.0,0.8723404255319149,0.0,,0.0,,0.0,,0.0,,13.0,0.9285714285714286,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,0,1,0,1,28.0,0.047619047619047616,5.0,0.01282051282051282,23.0,0.11616161616161616,5.0,0.01282051282051282,0.0,,20.0,0.14184397163120568,0.0,,3.0,0.05263157894736842,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,38.0,0.05255878284923928,14.0,0.03317535545023697,24.0,0.07973421926910298,5.0,0.034722222222222224,0.0,0.0,14.0,0.03317535545023697,18.0,0.1276595744680851,0.0,,0.0,,0.0,,0.0,,1.0,0.07142857142857142,0.0,,89.0,1.0,0.0,,52.0,1.0,25.0,1.0,12.0,1.0,0.0,
2022,0,1,1,0,40.0,0.547945205479452,10.0,0.5882352941176471,30.0,0.5357142857142857,10.0,0.5882352941176471,0.0,,24.0,0.5581395348837209,0.0,,6.0,0.46153846153846156,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,52.0,0.5714285714285714,19.0,0.7037037037037037,33.0,0.515625,9.0,0.391304347826087,1.0,1.0,19.0,0.7037037037037037,22.0,0.5641025641025641,0.0,,0.0,,0.0,,0.0,,1.0,1.0,83.0,0.4689265536723164,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,0,1,1,1,33.0,0.4520547945205479,7.0,0.4117647058823529,26.0,0.4642857142857143,7.0,0.4117647058823529,0.0,,19.0,0.4418604651162791,0.0,,7.0,0.5384615384615384,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,39.0,0.42857142857142855,8.0,0.2962962962962963,31.0,0.484375,14.0,0.6086956521739131,0.0,0.0,8.0,0.2962962962962963,17.0,0.4358974358974359,0.0,,0.0,,0.0,,0.0,,0.0,0.0,94.0,0.5310734463276836,66.0,1.0,0.0,,16.0,1.0,28.0,1.0,22.0,1.0,0.0,
2022,1,0,0,0,298.0,0.9254658385093167,111.0,0.888,187.0,0.949238578680203,111.0,0.888,0.0,,148.0,0.9367088607594937,0.0,,39.0,1.0,324.0,0.9,154.0,0.8901734104046243,139.0,0.9025974025974026,31.0,0.9393939393939394,273.0,0.8892508143322475,51.0,0.9622641509433962,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,1,0,0,1,24.0,0.07453416149068323,14.0,0.112,10.0,0.050761421319796954,14.0,0.112,0.0,,10.0,0.06329113924050633,0.0,,0.0,0.0,36.0,0.1,19.0,0.10982658959537572,15.0,0.09740259740259741,2.0,0.06060606060606061,34.0,0.11074918566775244,2.0,0.03773584905660377,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,87.0,1.0,0.0,,22.0,1.0,34.0,1.0,31.0,1.0,0.0,
2022,1,0,1,0,25.0,0.78125,5.0,0.8333333333333334,20.0,0.7692307692307693,5.0,0.8333333333333334,0.0,,13.0,0.7647058823529411,0.0,,7.0,0.7777777777777778,30.0,0.6666666666666666,13.0,0.5909090909090909,13.0,0.7222222222222222,4.0,0.8,25.0,0.6410256410256411,5.0,0.8333333333333334,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,103.0,0.4858490566037736,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,1,0,1,1,7.0,0.21875,1.0,0.16666666666666666,6.0,0.23076923076923078,1.0,0.16666666666666666,0.0,,4.0,0.23529411764705882,0.0,,2.0,0.2222222222222222,15.0,0.3333333333333333,9.0,0.4090909090909091,5.0,0.2777777777777778,1.0,0.2,14.0,0.358974358974359,1.0,0.16666666666666666,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,109.0,0.5141509433962265,66.0,1.0,0.0,,19.0,1.0,24.0,1.0,23.0,1.0,0.0,
2022,1,1,0,0,157.0,0.9181286549707602,35.0,1.0,122.0,0.8970588235294118,35.0,1.0,0.0,,88.0,0.8888888888888888,0.0,,34.0,0.918918918918919,180.0,0.9137055837563451,77.0,0.9058823529411765,99.0,0.9252336448598131,4.0,0.8,161.0,0.9147727272727273,19.0,0.9047619047619048,270.0,0.9152542372881356,84.0,0.9230769230769231,186.0,0.9117647058823529,120.0,0.9090909090909091,0.0,,81.0,0.9204545454545454,65.0,0.9420289855072463,0.0,0.0,0.0,,3.0,1.0,0.0,,1.0,0.5,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2022,1,1,0,1,14.0,0.08187134502923976,0.0,0.0,14.0,0.10294117647058823,0.0,0.0,0.0,,11.0,0.1111111111111111,0.0,,3.0,0.08108108108108109,17.0,0.08629441624365482,8.0,0.09411764705882353,8.0,0.07476635514018691,1.0,0.2,15.0,0.08522727272727272,2.0,0.09523809523809523,25.0,0.0847457627118644,7.0,0.07692307692307693,18.0,0.08823529411764706,12.0,0.09090909090909091,0.0,,7.0,0.07954545454545454,4.0,0.057971014492753624,1.0,1.0,0.0,,0.0,0.0,0.0,,1.0,0.5,0.0,,56.0,1.0,0.0,,8.0,1.0,16.0,1.0,32.0,1.0,0.0,
2022,1,1,1,0,22.0,0.7333333333333333,1.0,0.3333333333333333,21.0,0.7777777777777778,1.0,0.3333333333333333,0.0,,15.0,0.75,0.0,,6.0,0.8571428571428571,33.0,0.7021276595744681,13.0,0.6842105263157895,19.0,0.76,1.0,0.3333333333333333,32.0,0.7111111111111111,1.0,0.5,60.0,0.6666666666666666,19.0,0.6551724137931034,41.0,0.6721311475409836,28.0,0.6363636363636364,0.0,0.0,19.0,0.6551724137931034,13.0,0.8666666666666667,0.0,,0.0,,0.0,,0.0,,0.0,0.0,90.0,0.4787234042553192,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,1,1,1,1,8.0,0.26666666666666666,2.0,0.6666666666666666,6.0,0.2222222222222222,2.0,0.6666666666666666,0.0,,5.0,0.25,0.0,,1.0,0.14285714285714285,14.0,0.2978723404255319,6.0,0.3157894736842105,6.0,0.24,2.0,0.6666666666666666,13.0,0.28888888888888886,1.0,0.5,30.0,0.3333333333333333,10.0,0.3448275862068966,20.0,0.32786885245901637,16.0,0.36363636363636365,1.0,1.0,10.0,0.3448275862068966,2.0,0.13333333333333333,0.0,,0.0,,0.0,,0.0,,1.0,1.0,98.0,0.5212765957446809,80.0,1.0,0.0,,27.0,1.0,33.0,1.0,15.0,1.0,5.0,1.0
2023,0,0,0,0,4942.0,0.9081220139654539,2458.0,0.931060606060606,2484.0,0.8865096359743041,2458.0,0.931060606060606,0.0,,1090.0,0.8912510220768601,0.0,,1394.0,0.882837238758708,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,0,0,1,500.0,0.09187798603454612,182.0,0.06893939393939394,318.0,0.11349036402569593,182.0,0.06893939393939394,0.0,,133.0,0.10874897792313983,0.0,,185.0,0.11716276124129196,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1867.0,1.0,21.0,1.0,509.0,1.0,766.0,1.0,567.0,1.0,4.0,1.0
2023,0,0,1,0,1548.0,0.9105882352941177,146.0,0.9012345679012346,1402.0,0.9115734720416124,146.0,0.9012345679012346,0.0,,559.0,0.9316666666666666,0.0,,843.0,0.8987206823027718,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3618.0,0.6818695816057294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,0,1,1,152.0,0.08941176470588236,16.0,0.09876543209876543,136.0,0.08842652795838751,16.0,0.09876543209876543,0.0,,41.0,0.06833333333333333,0.0,,95.0,0.10127931769722814,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1688.0,0.31813041839427064,1400.0,1.0,16.0,1.0,299.0,1.0,688.0,1.0,388.0,1.0,9.0,1.0
2023,0,1,0,0,460.0,0.9603340292275574,198.0,0.9850746268656716,262.0,0.9424460431654677,198.0,0.9850746268656716,0.0,,159.0,0.9578313253012049,0.0,,103.0,0.9196428571428571,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,570.0,0.9405940594059405,276.0,0.968421052631579,294.0,0.9158878504672897,0.0,,6.0,0.8571428571428571,276.0,0.968421052631579,121.0,0.952755905511811,0.0,,0.0,,0.0,,0.0,,167.0,0.893048128342246,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,1,0,1,19.0,0.03966597077244259,3.0,0.014925373134328358,16.0,0.05755395683453238,3.0,0.014925373134328358,0.0,,7.0,0.04216867469879518,0.0,,9.0,0.08035714285714286,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,36.0,0.0594059405940594,9.0,0.031578947368421054,27.0,0.08411214953271028,0.0,,1.0,0.14285714285714285,9.0,0.031578947368421054,6.0,0.047244094488188976,0.0,,0.0,,0.0,,0.0,,20.0,0.10695187165775401,0.0,,44.0,1.0,4.0,1.0,26.0,1.0,7.0,1.0,3.0,1.0,4.0,1.0
2023,0,1,1,0,42.0,0.6774193548387096,6.0,0.8571428571428571,36.0,0.6545454545454545,6.0,0.8571428571428571,0.0,,21.0,0.8076923076923077,0.0,,15.0,0.5172413793103449,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,77.0,0.6209677419354839,19.0,0.76,58.0,0.5858585858585859,0.0,,5.0,0.7142857142857143,19.0,0.76,27.0,0.5510204081632653,0.0,,0.0,,0.0,,0.0,,26.0,0.6046511627906976,134.0,0.43506493506493504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0,1,1,1,20.0,0.3225806451612903,1.0,0.14285714285714285,19.0,0.34545454545454546,1.0,0.14285714285714285,0.0,,5.0,0.19230769230769232,0.0,,14.0,0.4827586206896552,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,47.0,0.3790322580645161,6.0,0.24,41.0,0.41414141414141414,0.0,,2.0,0.2857142857142857,6.0,0.24,22.0,0.4489795918367347,0.0,,0.0,,0.0,,0.0,,17.0,0.3953488372093023,174.0,0.564935064935065,97.0,1.0,24.0,1.0,29.0,1.0,17.0,1.0,26.0,1.0,1.0,1.0
